type,ring_id,fiber_id,slit,id,y_blue,y_red,y_ir
science,21,118,slit1,529,3279.77,3286.49,3282.08
science,21,117,slit1,530,3285.72,3292.47,3288.06
science,21,116,slit1,531,3291.67,3298.44,3294.05
science,21,115,slit1,532,3297.62,3304.42,3300.04
science,21,114,slit1,533,3303.58,3310.4,3306.03
science,21,113,slit1,534,3309.53,3316.37,3312.01
science,21,112,slit1,535,3315.48,3322.35,3318.0
science,21,111,slit1,536,3321.43,3328.33,3323.99
science,21,110,slit1,537,3327.39,3334.3,3329.98
science,21,109,slit1,538,3333.34,3340.28,3335.96
sky2,4,16,slit1,539,3339.29,3346.26,3341.95
sky1,4,15,slit1,540,3345.24,3352.23,3347.94
science,21,108,slit1,541,3351.2,3358.21,3353.93
science,21,107,slit1,542,3357.15,3364.19,3359.91
science,21,106,slit1,543,3363.1,3370.16,3365.9
science,21,105,slit1,544,3369.05,3376.14,3371.89
science,21,104,slit1,545,3375.01,3382.12,3377.88
science,21,103,slit1,546,3380.96,3388.09,3383.87
science,21,102,slit1,547,3386.91,3394.07,3389.85
science,21,101,slit1,548,3392.86,3400.05,3395.84
science,21,100,slit1,549,3398.82,3406.02,3401.83
science,22,105,slit1,550,3404.77,3412.0,3407.82
science,22,106,slit1,551,3410.72,3417.98,3413.8
science,22,107,slit1,552,3416.67,3423.95,3419.79
science,22,108,slit1,553,3422.63,3429.93,3425.78
science,22,109,slit1,554,3428.58,3435.91,3431.77
science,22,110,slit1,555,3434.53,3441.88,3437.75
science,22,111,slit1,556,3440.48,3447.86,3443.74
science,22,112,slit1,557,3446.44,3453.84,3449.73
science,22,113,slit1,558,3452.39,3459.81,3455.72
science,22,114,slit1,559,3458.34,3465.79,3461.7
science,22,115,slit1,560,3464.29,3471.77,3467.69
science,22,116,slit1,561,3470.25,3477.74,3473.68
science,22,117,slit1,562,3476.2,3483.72,3479.67
science,22,118,slit1,563,3482.15,3489.7,3485.66
science,22,119,slit1,564,3488.1,3495.67,3491.64
science,22,120,slit1,565,3494.06,3501.65,3497.63
science,22,121,slit1,566,3500.01,3507.63,3503.62
science,22,122,slit1,567,3505.96,3513.6,3509.61
science,22,123,slit1,568,3511.91,3519.58,3515.59
science,22,124,slit1,569,3517.87,3525.56,3521.58
science,22,125,slit1,570,3523.82,3531.53,3527.57
science,23,131,slit1,571,3529.77,3537.51,3533.56
science,23,130,slit1,572,3535.72,3543.49,3539.54
science,23,129,slit1,573,3541.68,3549.46,3545.53
sky2,5,20,slit1,574,3547.63,3555.44,3551.52
sky2,4,15,slit1,575,3553.58,3561.42,3557.51
sky1,5,20,slit1,576,3559.53,3567.39,3563.49
sky1,5,21,slit1,577,3565.49,3573.37,3569.48
science,23,128,slit1,578,3571.44,3579.35,3575.47
science,23,127,slit1,579,3577.39,3585.32,3581.46
science,23,126,slit1,580,3583.35,3591.3,3587.45
science,23,125,slit1,581,3589.3,3597.28,3593.43
science,23,124,slit1,582,3595.25,3603.25,3599.42
science,23,123,slit1,583,3601.2,3609.23,3605.41
science,23,122,slit1,584,3607.16,3615.21,3611.4
science,23,121,slit1,585,3613.11,3621.19,3617.38
science,23,120,slit1,586,3619.06,3627.16,3623.37
science,23,119,slit1,587,3625.01,3633.14,3629.36
science,23,118,slit1,588,3630.97,3639.12,3635.35
science,23,117,slit1,589,3636.92,3645.09,3641.33
science,23,116,slit1,590,3642.87,3651.07,3647.32
science,23,115,slit1,591,3648.82,3657.05,3653.31
science,23,114,slit1,592,3654.78,3663.02,3659.3
science,23,113,slit1,593,3660.73,3669.0,3665.28
science,23,112,slit1,594,3666.68,3674.98,3671.27
science,23,111,slit1,595,3672.63,3680.95,3677.26
science,23,110,slit1,596,3678.59,3686.93,3683.25
science,24,115,slit1,597,3684.54,3692.91,3689.24
science,24,116,slit1,598,3690.49,3698.88,3695.22
science,24,117,slit1,599,3696.44,3704.86,3701.21
science,24,118,slit1,600,3702.4,3710.84,3707.2
science,24,119,slit1,601,3708.35,3716.81,3713.19
science,24,120,slit1,602,3714.3,3722.79,3719.17
science,24,121,slit1,603,3720.25,3728.77,3725.16
science,24,122,slit1,604,3726.21,3734.74,3731.15
science,24,123,slit1,605,3732.16,3740.72,3737.14
science,24,124,slit1,606,3738.11,3746.7,3743.12
science,24,125,slit1,607,3744.06,3752.67,3749.11
science,24,126,slit1,608,3750.02,3758.65,3755.1
science,24,127,slit1,609,3755.97,3764.63,3761.09
science,24,128,slit1,610,3761.92,3770.6,3767.07
sky2,5,21,slit1,611,3767.87,3776.58,3773.06
sky1,5,22,slit1,612,3773.83,3782.56,3779.05
std,19,13,slit1,613,3779.78,3788.53,3785.04
science,24,129,slit1,614,3785.73,3794.51,3791.03
science,24,130,slit1,615,3791.68,3800.49,3797.01
science,24,131,slit1,616,3797.64,3806.46,3803.0
science,24,132,slit1,617,3803.59,3812.44,3808.99
science,24,133,slit1,618,3809.54,3818.42,3814.98
science,24,134,slit1,619,3815.49,3824.39,3820.96
science,24,135,slit1,620,3821.45,3830.37,3826.95
science,24,136,slit1,621,3827.4,3836.35,3832.94
science,24,137,slit1,622,3833.35,3842.32,3838.93
science,25,143,slit1,623,3839.3,3848.3,3844.91
science,25,142,slit1,624,3845.26,3854.28,3850.9
science,25,141,slit1,625,3851.21,3860.25,3856.89
science,25,140,slit1,626,3857.16,3866.23,3862.88
science,25,139,slit1,627,3863.11,3872.21,3868.86
science,25,138,slit1,628,3869.07,3878.18,3874.85
science,25,137,slit1,629,3875.02,3884.16,3880.84
science,25,136,slit1,630,3880.97,3890.14,3886.83
science,25,135,slit1,631,3886.92,3896.11,3892.82
science,25,134,slit1,632,3892.88,3902.09,3898.8
science,25,133,slit1,633,3898.83,3908.07,3904.79
science,25,132,slit1,634,3904.78,3914.04,3910.78
science,25,131,slit1,635,3910.73,3920.02,3916.77
science,25,130,slit1,636,3916.69,3926.0,3922.75
science,25,129,slit1,637,3922.64,3931.97,3928.74
science,25,128,slit1,638,3928.59,3937.95,3934.73
science,25,127,slit1,639,3934.54,3943.93,3940.72
science,25,126,slit1,640,3940.5,3949.9,3946.7
science,25,125,slit1,641,3946.45,3955.88,3952.69
science,25,124,slit1,642,3952.4,3961.86,3958.68
science,25,123,slit1,643,3958.35,3967.83,3964.67
science,25,122,slit1,644,3964.31,3973.81,3970.65
science,25,121,slit1,645,3970.26,3979.79,3976.64
science,25,120,slit1,646,3976.21,3985.76,3982.63
sky2,5,22,slit1,647,3982.16,3991.74,3988.62
sky1,2,4,slit2,0,146.9,141.22,131.41
std,19,80,slit2,1,152.86,147.2,137.4
science,25,119,slit2,2,158.82,153.18,143.39
science,25,117,slit2,3,164.78,159.17,149.39
science,25,115,slit2,4,170.73,165.15,155.38
science,25,113,slit2,5,176.69,171.13,161.37
science,25,111,slit2,6,182.65,177.12,167.36
science,25,109,slit2,7,188.61,183.1,173.35
science,25,107,slit2,8,194.57,189.09,179.35
science,25,105,slit2,9,200.52,195.07,185.34
science,25,103,slit2,10,206.48,201.05,191.33
science,25,101,slit2,11,212.44,207.04,197.32
science,25,99,slit2,12,218.4,213.02,203.31
science,25,97,slit2,13,224.36,219.0,209.31
science,25,95,slit2,14,230.31,224.99,215.3
science,25,93,slit2,15,236.27,230.97,221.29
science,25,91,slit2,16,242.23,236.95,227.28
science,25,89,slit2,17,248.19,242.94,233.27
science,25,87,slit2,18,254.15,248.92,239.27
science,25,85,slit2,19,260.1,254.9,245.26
science,25,83,slit2,20,266.06,260.89,251.25
science,25,81,slit2,21,272.02,266.87,257.24
science,25,79,slit2,22,277.98,272.85,263.24
science,25,77,slit2,23,283.94,278.84,269.23
science,25,75,slit2,24,289.89,284.82,275.22
science,25,73,slit2,25,295.85,290.8,281.21
science,24,70,slit2,26,301.81,296.79,287.2
science,24,72,slit2,27,307.77,302.77,293.2
science,24,74,slit2,28,313.73,308.76,299.19
science,24,76,slit2,29,319.68,314.74,305.18
science,24,78,slit2,30,325.64,320.72,311.17
science,24,80,slit2,31,331.6,326.71,317.16
science,24,82,slit2,32,337.56,332.69,323.16
science,24,84,slit2,33,343.52,338.67,329.15
science,24,86,slit2,34,349.48,344.66,335.14
sky2,2,0,slit2,35,355.43,350.64,341.13
sky1,3,9,slit2,36,361.39,356.62,347.12
sky1,4,14,slit2,37,367.35,362.61,353.12
science,24,88,slit2,38,373.31,368.59,359.11
science,24,90,slit2,39,379.27,374.57,365.1
science,24,92,slit2,40,385.22,380.56,371.09
science,24,94,slit2,41,391.18,386.54,377.08
science,24,96,slit2,42,397.14,392.52,383.08
science,24,98,slit2,43,403.1,398.51,389.07
science,24,100,slit2,44,409.06,404.49,395.06
science,24,102,slit2,45,415.01,410.47,401.05
science,24,104,slit2,46,420.97,416.46,407.04
science,24,106,slit2,47,426.93,422.44,413.04
science,24,108,slit2,48,432.89,428.43,419.03
science,24,110,slit2,49,438.85,434.41,425.02
science,24,112,slit2,50,444.8,440.39,431.01
science,24,114,slit2,51,450.76,446.38,437.01
science,23,109,slit2,52,456.72,452.36,443.0
science,23,107,slit2,53,462.68,458.34,448.99
science,23,105,slit2,54,468.64,464.33,454.98
science,23,103,slit2,55,474.59,470.31,460.97
science,23,101,slit2,56,480.55,476.29,466.97
science,23,99,slit2,57,486.51,482.28,472.96
science,23,97,slit2,58,492.47,488.26,478.95
science,23,95,slit2,59,498.43,494.24,484.94
science,23,93,slit2,60,504.38,500.23,490.93
science,23,91,slit2,61,510.34,506.21,496.93
science,23,89,slit2,62,516.3,512.19,502.92
science,23,87,slit2,63,522.26,518.18,508.91
science,23,85,slit2,64,528.22,524.16,514.9
science,23,83,slit2,65,534.17,530.14,520.89
science,23,81,slit2,66,540.13,536.13,526.89
science,23,79,slit2,67,546.09,542.11,532.88
science,23,77,slit2,68,552.05,548.09,538.87
science,23,75,slit2,69,558.01,554.08,544.86
science,23,73,slit2,70,563.96,560.06,550.85
sky2,2,4,slit2,71,569.92,566.05,556.85
sky1,5,19,slit2,72,575.88,572.03,562.84
science,23,71,slit2,73,581.84,578.01,568.83
science,23,69,slit2,74,587.8,584.0,574.82
science,23,67,slit2,75,593.75,589.98,580.81
science,22,64,slit2,76,599.71,595.96,586.81
science,22,66,slit2,77,605.67,601.95,592.8
science,22,68,slit2,78,611.63,607.93,598.79
science,22,70,slit2,79,617.59,613.91,604.78
science,22,72,slit2,80,623.54,619.9,610.78
science,22,74,slit2,81,629.5,625.88,616.77
science,22,76,slit2,82,635.46,631.86,622.76
science,22,78,slit2,83,641.42,637.85,628.75
science,22,80,slit2,84,647.38,643.83,634.74
science,22,82,slit2,85,653.34,649.81,640.74
science,22,84,slit2,86,659.29,655.8,646.73
science,22,86,slit2,87,665.25,661.78,652.72
science,22,88,slit2,88,671.21,667.76,658.71
science,22,90,slit2,89,677.17,673.75,664.7
science,22,92,slit2,90,683.13,679.73,670.7
science,22,94,slit2,91,689.08,685.72,676.69
science,22,96,slit2,92,695.04,691.7,682.68
science,22,98,slit2,93,701.0,697.68,688.67
science,22,100,slit2,94,706.96,703.67,694.66
science,22,102,slit2,95,712.92,709.65,700.66
science,22,104,slit2,96,718.87,715.63,706.65
science,21,99,slit2,97,724.83,721.62,712.64
science,21,97,slit2,98,730.79,727.6,718.63
science,21,95,slit2,99,736.75,733.58,724.62
science,21,93,slit2,100,742.71,739.57,730.62
science,21,91,slit2,101,748.66,745.55,736.61
science,21,89,slit2,102,754.62,751.53,742.6
science,21,87,slit2,103,760.58,757.52,748.59
science,21,85,slit2,104,766.54,763.5,754.58
science,21,83,slit2,105,772.5,769.48,760.58
sky2,4,14,slit2,106,778.45,775.47,766.57
sky2,3,9,slit2,107,784.41,781.45,772.56
sky1,5,17,slit2,108,790.37,787.43,778.55
std,24,131,slit2,109,796.33,793.42,784.54
science,21,81,slit2,110,802.29,799.4,790.54
science,21,79,slit2,111,808.24,805.39,796.53
science,21,77,slit2,112,814.2,811.37,802.52
science,21,75,slit2,113,820.16,817.35,808.51
science,21,73,slit2,114,826.12,823.34,814.51
science,21,71,slit2,115,832.08,829.32,820.5
science,21,69,slit2,116,838.03,835.3,826.49
science,21,67,slit2,117,843.99,841.29,832.48
science,21,65,slit2,118,849.95,847.27,838.47
science,21,63,slit2,119,855.91,853.25,844.47
science,21,61,slit2,120,861.87,859.24,850.46
science,20,58,slit2,121,867.82,865.22,856.45
science,20,60,slit2,122,873.78,871.2,862.44
science,20,62,slit2,123,879.74,877.19,868.43
science,20,64,slit2,124,885.7,883.17,874.43
science,20,66,slit2,125,891.66,889.15,880.42
science,20,68,slit2,126,897.61,895.14,886.41
science,20,70,slit2,127,903.57,901.12,892.4
science,20,72,slit2,128,909.53,907.1,898.39
science,20,74,slit2,129,915.49,913.09,904.39
science,20,76,slit2,130,921.45,919.07,910.38
science,20,78,slit2,131,927.4,925.06,916.37
science,20,80,slit2,132,933.36,931.04,922.36
science,20,82,slit2,133,939.32,937.02,928.35
science,20,84,slit2,134,945.28,943.01,934.35
science,20,86,slit2,135,951.24,948.99,940.34
science,20,88,slit2,136,957.19,954.97,946.33
science,20,90,slit2,137,963.15,960.96,952.32
science,20,92,slit2,138,969.11,966.94,958.31
science,20,94,slit2,139,975.07,972.92,964.31
science,19,89,slit2,140,981.03,978.91,970.3
science,19,87,slit2,141,986.99,984.89,976.29
science,19,85,slit2,142,992.94,990.87,982.28
sky2,5,19,slit2,143,998.9,996.86,988.28
sky1,4,12,slit2,144,1004.86,1002.84,994.27
science,19,83,slit2,145,1010.82,1008.82,1000.26
science,19,81,slit2,146,1016.78,1014.81,1006.25
science,19,79,slit2,147,1022.73,1020.79,1012.24
science,19,77,slit2,148,1028.69,1026.77,1018.24
science,19,75,slit2,149,1034.65,1032.76,1024.23
science,19,73,slit2,150,1040.61,1038.74,1030.22
science,19,71,slit2,151,1046.57,1044.72,1036.21
science,19,69,slit2,152,1052.52,1050.71,1042.2
science,19,67,slit2,153,1058.48,1056.69,1048.2
science,19,65,slit2,154,1064.44,1062.68,1054.19
science,19,63,slit2,155,1070.4,1068.66,1060.18
science,19,61,slit2,156,1076.36,1074.64,1066.17
science,19,59,slit2,157,1082.31,1080.63,1072.16
science,19,57,slit2,158,1088.27,1086.61,1078.16
science,19,55,slit2,159,1094.23,1092.59,1084.15
science,18,52,slit2,160,1100.19,1098.58,1090.14
science,18,54,slit2,161,1106.15,1104.56,1096.13
science,18,56,slit2,162,1112.1,1110.54,1102.12
science,18,58,slit2,163,1117.97,1116.43,1108.03
science,18,60,slit2,164,1123.84,1122.32,1113.93
science,18,62,slit2,165,1129.71,1128.22,1119.83
science,18,64,slit2,166,1135.58,1134.11,1125.73
science,18,66,slit2,167,1141.45,1140.0,1131.63
science,18,68,slit2,168,1147.32,1145.89,1137.54
science,18,70,slit2,169,1153.19,1151.78,1143.44
science,18,72,slit2,170,1159.05,1157.67,1149.34
science,18,74,slit2,171,1164.92,1163.56,1155.24
science,18,76,slit2,172,1170.79,1169.45,1161.14
science,18,78,slit2,173,1176.66,1175.34,1167.05
science,18,80,slit2,174,1182.53,1181.23,1172.95
science,18,82,slit2,175,1188.4,1187.12,1178.85
science,18,84,slit2,176,1194.27,1193.01,1184.75
science,17,79,slit2,177,1200.14,1198.9,1190.65
science,17,77,slit2,178,1206.0,1204.79,1196.56
sky2,5,17,slit2,179,1211.87,1210.68,1202.46
sky1,3,7,slit2,180,1217.74,1216.58,1208.36
science,17,75,slit2,181,1223.61,1222.47,1214.26
science,17,73,slit2,182,1229.48,1228.36,1220.16
science,17,71,slit2,183,1235.35,1234.25,1226.07
science,17,69,slit2,184,1241.22,1240.14,1231.97
science,17,67,slit2,185,1247.09,1246.03,1237.87
science,17,65,slit2,186,1252.96,1251.92,1243.77
science,17,63,slit2,187,1258.82,1257.81,1249.67
science,17,61,slit2,188,1264.69,1263.7,1255.58
science,17,59,slit2,189,1270.56,1269.59,1261.48
science,17,57,slit2,190,1276.43,1275.48,1267.38
science,17,55,slit2,191,1282.3,1281.37,1273.28
science,17,53,slit2,192,1288.17,1287.26,1279.18
science,17,51,slit2,193,1294.04,1293.15,1285.09
science,17,49,slit2,194,1299.91,1299.05,1290.99
science,16,46,slit2,195,1305.77,1304.94,1296.89
science,16,48,slit2,196,1311.64,1310.83,1302.79
science,16,50,slit2,197,1317.51,1316.72,1308.69
science,16,52,slit2,198,1323.38,1322.61,1314.6
science,16,54,slit2,199,1329.25,1328.5,1320.5
science,16,56,slit2,200,1335.12,1334.39,1326.4
science,16,58,slit2,201,1340.99,1340.28,1332.3
science,16,60,slit2,202,1346.86,1346.17,1338.2
science,16,62,slit2,203,1352.72,1352.06,1344.11
science,16,64,slit2,204,1358.59,1357.95,1350.01
science,16,66,slit2,205,1364.46,1363.84,1355.91
science,16,68,slit2,206,1370.33,1369.73,1361.81
science,16,70,slit2,207,1376.2,1375.62,1367.71
science,16,72,slit2,208,1382.07,1381.51,1373.62
science,16,74,slit2,209,1387.94,1387.41,1379.52
science,15,69,slit2,210,1393.81,1393.3,1385.42
science,15,67,slit2,211,1399.68,1399.19,1391.32
science,15,65,slit2,212,1405.54,1405.08,1397.22
science,15,63,slit2,213,1411.41,1410.97,1403.13
science,15,61,slit2,214,1417.28,1416.86,1409.03
sky2,4,12,slit2,215,1423.15,1422.75,1414.93
sky1,2,2,slit2,216,1429.02,1428.64,1420.83
std,19,79,slit2,217,1434.89,1434.53,1426.73
science,15,59,slit2,218,1440.76,1440.42,1432.64
science,15,57,slit2,219,1446.63,1446.31,1438.54
science,15,55,slit2,220,1452.49,1452.2,1444.44
science,15,53,slit2,221,1458.36,1458.09,1450.34
science,15,51,slit2,222,1464.23,1463.98,1456.24
science,15,49,slit2,223,1470.1,1469.87,1462.15
science,15,47,slit2,224,1475.97,1475.77,1468.05
science,15,45,slit2,225,1481.84,1481.66,1473.95
science,15,43,slit2,226,1487.71,1487.55,1479.85
science,14,40,slit2,227,1493.58,1493.44,1485.75
science,14,42,slit2,228,1499.45,1499.33,1491.66
science,14,44,slit2,229,1505.31,1505.22,1497.56
science,14,46,slit2,230,1511.18,1511.11,1503.46
science,14,48,slit2,231,1517.05,1517.0,1509.36
science,14,50,slit2,232,1522.92,1522.89,1515.26
science,14,52,slit2,233,1528.79,1528.78,1521.17
science,14,54,slit2,234,1534.66,1534.67,1527.07
science,14,56,slit2,235,1540.53,1540.56,1532.97
science,14,58,slit2,236,1546.4,1546.45,1538.87
science,14,60,slit2,237,1552.26,1552.34,1544.77
science,14,62,slit2,238,1558.13,1558.23,1550.68
science,14,64,slit2,239,1564.0,1564.13,1556.58
science,13,59,slit2,240,1569.87,1570.02,1562.48
science,13,57,slit2,241,1575.74,1575.91,1568.38
science,13,55,slit2,242,1581.61,1581.8,1574.29
science,13,53,slit2,243,1587.48,1587.69,1580.19
science,13,51,slit2,244,1593.35,1593.58,1586.09
science,13,49,slit2,245,1599.21,1599.47,1591.99
science,13,47,slit2,246,1605.08,1605.36,1597.89
science,13,45,slit2,247,1610.95,1611.25,1603.8
science,13,43,slit2,248,1616.82,1617.14,1609.7
science,13,41,slit2,249,1622.69,1623.03,1615.6
science,13,39,slit2,250,1628.56,1628.92,1621.5
sky2,3,7,slit2,251,1634.43,1634.81,1627.4
sky1,3,3,slit2,252,1640.3,1640.7,1633.31
science,13,37,slit2,253,1646.17,1646.59,1639.21
science,12,34,slit2,254,1652.03,1652.49,1645.11
science,12,36,slit2,255,1657.9,1658.38,1651.01
science,12,38,slit2,256,1663.77,1664.27,1656.91
science,12,40,slit2,257,1669.64,1670.16,1662.82
science,12,42,slit2,258,1675.51,1676.05,1668.72
science,12,44,slit2,259,1681.38,1681.94,1674.62
science,12,46,slit2,260,1687.25,1687.83,1680.52
science,12,48,slit2,261,1693.12,1693.72,1686.42
science,12,50,slit2,262,1698.98,1699.61,1692.33
science,12,52,slit2,263,1704.85,1705.5,1698.23
science,12,54,slit2,264,1710.72,1711.39,1704.13
science,11,49,slit2,265,1716.59,1717.28,1710.03
science,11,47,slit2,266,1722.46,1723.17,1715.93
science,11,45,slit2,267,1728.33,1729.06,1721.84
science,11,43,slit2,268,1734.2,1734.96,1727.74
science,11,41,slit2,269,1740.07,1740.85,1733.64
science,11,39,slit2,270,1745.93,1746.74,1739.54
science,11,37,slit2,271,1751.8,1752.63,1745.44
science,11,35,slit2,272,1757.67,1758.52,1751.35
science,11,33,slit2,273,1763.54,1764.41,1757.25
science,11,31,slit2,274,1769.41,1770.3,1763.15
science,10,28,slit2,275,1775.28,1776.19,1769.05
science,10,30,slit2,276,1781.15,1782.08,1774.95
science,10,32,slit2,277,1787.02,1787.97,1780.86
science,10,34,slit2,278,1792.89,1793.86,1786.76
science,10,36,slit2,279,1798.75,1799.75,1792.66
science,10,38,slit2,280,1804.62,1805.64,1798.56
science,10,40,slit2,281,1810.49,1811.53,1804.46
science,10,42,slit2,282,1816.36,1817.42,1810.37
science,10,44,slit2,283,1822.23,1823.32,1816.27
science,9,39,slit2,284,1828.1,1829.21,1822.17
science,9,37,slit2,285,1833.97,1835.1,1828.07
science,9,35,slit2,286,1839.84,1840.99,1833.97
sky2,2,2,slit2,287,1845.7,1846.88,1839.88
sky1,3,5,slit2,288,1851.57,1852.77,1845.78
std,24,80,slit2,289,1857.44,1858.66,1851.68
science,9,33,slit2,290,1863.31,1864.55,1857.58
science,9,31,slit2,291,1869.18,1870.44,1863.48
science,9,29,slit2,292,1875.05,1876.33,1869.39
science,9,27,slit2,293,1880.92,1882.22,1875.29
science,9,25,slit2,294,1886.79,1888.11,1881.19
science,8,22,slit2,295,1892.66,1894.0,1887.09
science,8,24,slit2,296,1898.52,1899.89,1892.99
science,8,26,slit2,297,1904.39,1905.78,1898.9
science,8,28,slit2,298,1910.26,1911.68,1904.8
science,8,30,slit2,299,1916.13,1917.57,1910.7
science,8,32,slit2,300,1922.0,1923.46,1916.6
science,8,34,slit2,301,1927.87,1929.35,1922.5
science,7,29,slit2,302,1933.74,1935.24,1928.41
science,7,27,slit2,303,1939.61,1941.13,1934.31
science,7,25,slit2,304,1945.47,1947.02,1940.21
science,7,23,slit2,305,1951.34,1952.91,1946.11
science,7,21,slit2,306,1957.21,1958.8,1952.01
science,7,19,slit2,307,1963.35,1964.96,1958.19
science,6,16,slit2,308,1969.49,1971.12,1964.36
science,6,18,slit2,309,1975.63,1977.29,1970.53
science,6,20,slit2,310,1981.77,1983.45,1976.7
science,6,22,slit2,311,1987.91,1989.61,1982.87
science,6,24,slit2,312,1994.05,1995.77,1989.05
science,5,19,slit2,313,2000.19,2001.94,1995.22
science,5,17,slit2,314,2006.33,2008.1,2001.39
science,5,15,slit2,315,2012.48,2014.26,2007.56
science,5,13,slit2,316,2018.62,2020.42,2013.73
science,4,10,slit2,317,2024.76,2026.58,2019.9
science,4,12,slit2,318,2030.9,2032.75,2026.08
science,4,14,slit2,319,2037.04,2038.91,2032.25
science,3,9,slit2,320,2043.18,2045.07,2038.42
science,3,7,slit2,321,2049.32,2051.23,2044.59
science,2,4,slit2,322,2055.46,2057.39,2050.76
sky2,3,3,slit2,323,2061.6,2063.56,2056.94
sky1,4,10,slit2,324,2067.74,2069.72,2063.11
std,24,4,slit2,325,2073.88,2075.88,2069.28
science,2,2,slit2,326,2079.41,2081.45,2074.81
science,3,5,slit2,327,2084.9,2086.95,2080.34
science,3,3,slit2,328,2090.47,2092.52,2085.92
science,4,4,slit2,329,2096.02,2098.14,2091.52
science,4,6,slit2,330,2101.55,2103.63,2097.09
science,4,8,slit2,331,2107.15,2109.29,2102.67
science,5,11,slit2,332,2112.66,2114.76,2108.26
science,5,9,slit2,333,2118.17,2120.33,2113.76
science,5,7,slit2,334,2123.7,2125.85,2119.35
science,5,5,slit2,335,2129.31,2131.47,2124.93
science,6,6,slit2,336,2134.76,2136.98,2130.47
science,6,8,slit2,337,2140.39,2142.55,2136.07
science,6,10,slit2,338,2145.91,2148.2,2141.65
science,6,12,slit2,339,2151.45,2153.63,2147.18
science,6,14,slit2,340,2157.0,2159.3,2152.78
science,7,17,slit2,341,2162.54,2164.78,2158.36
science,7,15,slit2,342,2168.1,2170.4,2163.92
science,7,13,slit2,343,2173.62,2175.96,2169.53
science,7,11,slit2,344,2179.18,2181.46,2175.05
science,7,9,slit2,345,2184.66,2187.07,2180.61
science,7,7,slit2,346,2190.32,2192.59,2186.22
science,8,8,slit2,347,2195.77,2198.22,2191.77
science,8,10,slit2,348,2201.45,2203.77,2197.42
science,8,12,slit2,349,2206.89,2209.33,2202.93
science,8,14,slit2,350,2212.41,2214.81,2208.46
science,8,16,slit2,351,2218.01,2220.41,2214.06
science,8,18,slit2,352,2223.5,2225.98,2219.61
science,8,20,slit2,353,2229.12,2231.52,2225.22
science,9,23,slit2,354,2234.61,2237.17,2230.82
science,9,21,slit2,355,2240.22,2242.66,2236.38
science,9,19,slit2,356,2245.71,2248.29,2241.93
science,9,17,slit2,357,2251.28,2253.79,2247.54
science,9,15,slit2,358,2256.79,2259.38,2253.07
sky2,3,5,slit2,359,2262.36,2264.91,2258.65
sky1,5,15,slit2,360,2267.91,2270.46,2264.23
science,9,13,slit2,361,2273.91,2276.49,2270.27
science,9,11,slit2,362,2279.91,2282.51,2276.3
science,9,9,slit2,363,2285.91,2288.54,2282.34
science,10,10,slit2,364,2291.91,2294.56,2288.37
science,10,12,slit2,365,2297.91,2300.58,2294.41
science,10,14,slit2,366,2303.91,2306.61,2300.44
science,10,16,slit2,367,2309.9,2312.63,2306.48
science,10,18,slit2,368,2315.9,2318.66,2312.51
science,10,20,slit2,369,2321.9,2324.68,2318.55
science,10,22,slit2,370,2327.9,2330.7,2324.58
science,10,24,slit2,371,2333.9,2336.73,2330.62
science,10,26,slit2,372,2339.9,2342.75,2336.65
science,11,29,slit2,373,2345.9,2348.78,2342.68
science,11,27,slit2,374,2351.9,2354.8,2348.72
science,11,25,slit2,375,2357.9,2360.82,2354.75
science,11,23,slit2,376,2363.9,2366.85,2360.79
science,11,21,slit2,377,2369.9,2372.87,2366.82
science,11,19,slit2,378,2375.9,2378.9,2372.86
science,11,17,slit2,379,2381.9,2384.92,2378.89
science,11,15,slit2,380,2387.89,2390.94,2384.93
science,11,13,slit2,381,2393.89,2396.97,2390.96
science,11,11,slit2,382,2399.89,2402.99,2397.0
science,12,12,slit2,383,2405.89,2409.02,2403.03
science,12,14,slit2,384,2411.89,2415.04,2409.07
science,12,16,slit2,385,2417.89,2421.06,2415.1
science,12,18,slit2,386,2423.89,2427.09,2421.14
science,12,20,slit2,387,2429.89,2433.11,2427.17
science,12,22,slit2,388,2435.89,2439.14,2433.21
science,12,24,slit2,389,2441.89,2445.16,2439.24
science,12,26,slit2,390,2447.89,2451.19,2445.27
science,12,28,slit2,391,2453.89,2457.21,2451.31
science,12,30,slit2,392,2459.88,2463.23,2457.34
science,12,32,slit2,393,2465.88,2469.26,2463.38
science,13,35,slit2,394,2471.88,2475.28,2469.41
sky2,4,10,slit2,395,2477.88,2481.31,2475.45
sky1,5,13,slit2,396,2483.88,2487.33,2481.48
std,19,43,slit2,397,2489.88,2493.35,2487.52
science,13,33,slit2,398,2495.88,2499.38,2493.55
science,13,31,slit2,399,2501.88,2505.4,2499.59
science,13,29,slit2,400,2507.88,2511.43,2505.62
science,13,27,slit2,401,2513.88,2517.45,2511.66
science,13,25,slit2,402,2519.88,2523.47,2517.69
science,13,23,slit2,403,2525.88,2529.5,2523.73
science,13,21,slit2,404,2531.87,2535.52,2529.76
science,13,19,slit2,405,2537.87,2541.55,2535.8
science,13,17,slit2,406,2543.87,2547.57,2541.83
science,13,15,slit2,407,2549.87,2553.59,2547.86
science,13,13,slit2,408,2555.87,2559.62,2553.9
science,14,14,slit2,409,2561.87,2565.64,2559.93
science,14,16,slit2,410,2567.87,2571.67,2565.97
